t_id,marca,identificador,tipo,peso
30149,0,G80V76K48M55R53J80T71,0,481.92306938987565
54092,13,G80V76K48M55R54J80T71,0,533.28354018041
42140,31,G80V76K48M55R55J80T71,0,415.61079744691426
32128,11,G80V76K48M55R56J80T71,0,388.32029414888495
34113,19,G80V76K48M55R57J80T71,0,636.5215246069865
22221,33,G80V76K48M55S46V78M,0,476.1890887078649
34114,26,G80V76K48M55S48J80T71,0,435.89029322267817
56051,1,G80V76K48M55S49J80T71,0,583.6580681871237
38148,16,G80V76K48M55S50J80T71,0,571.6658364928646
34115,10,G80V76K48M55S51J80T71,0,548.0760004204888
6220,31,G80V76K48M55S52J80T71,0,523.3742281655507
10202,15,G80V76K48M55S53J80T71,0,426.6326910426616
50167,3,G80V76K48M55S54J80T71,0,553.7110451619448
54093,8,G80V76K48M55S55J80T71,0,519.3491236176501
65916,6,G80V76K48M55S56J80T71,0,372.7866800964308
65917,19,G80V76K48M55S57J80T71,0,559.7483763417245
34116,12,G80V76K48M55T46V78M,0,601.5934400085305
2234,3,G80V76K48M55T48J80T71,0,583.9819300368421
48162,13,G80V76K48M55T49J80T71,0,733.1824943654906
56052,0,G80V76K48M55T50J80T71,0,539.047223118175
48163,11,G80V76K48M55T51J80T71,0,379.83707804347944
46144,13,G80V76K48M55T52J80T71,0,293.3116674734117
63991,26,G80V76K48M55T53J80T71,0,378.2556905176068
8187,30,G80V76K48M55T54J80T71,0,487.72954168491964
8188,7,G80V76K48M55T55J80T71,0,822.7741453492503
44138,9,G80V76K48M55T56J80T71,0,478.97611493727305
42141,15,G80V76K48M55T57J80T71,0,438.33066042422547
34117,19,G80V76K48M55U46V78M,0,486.47207227253017
2235,18,G80V76K48M55U48J80T71,0,583.026809149038
14207,28,G80V76K48M55U49J80T71,0,634.6182744871098
42142,28,G80V76K48M55U50J80T71,0,694.8939566850497
20194,9,G80V76K48M55U51J80T71,0,366.4920771926945
63992,19,G80V76K48M55U52J80T71,0,632.79439944478
18200,5,G80V76K48M55U53J80T71,0,520.7248359932471
44139,16,G80V76K48M55U54J80T71,0,400.2712889004382
38149,20,G80V76K48M55U55J80T71,0,661.5055300203891
48164,0,G80V76K48M55U56J80T71,0,547.2966587843691
50168,28,G80V76K48M55U57J80T71,0,526.7577661666523
30150,6,G80V76K48M56J80T71,0,429.20892608595636
8189,17,G80V76K48M56L46V78M,0,529.8490643595146
28178,9,G80V76K48M56L48J80T71,0,259.54366530724417
63993,26,G80V76K48M56L49J80T71,0,577.0438876621922
60043,26,G80V76K48M56L50J80T71,0,717.839686065879
18201,14,G80V76K48M56L51J80T71,0,422.3917674880372
58064,32,G80V76K48M56L52J80T71,0,615.0803148881753
40187,26,G80V76K48M56L53J80T71,0,694.6653195132525
60044,25,G80V76K48M56L54J80T71,0,668.1484970365148
20195,29,G80V76K48M56L55J80T71,0,283.7321749707081
63994,14,G80V76K48M56L56J80T71,0,517.8253482267221
14208,23,G80V76K48M56L57J80T71,0,641.2724107607557
28179,14,G80V76K48M56M46V78M,0,375.11719562855734
46145,22,G80V76K48M56M48J80T71,0,602.2879024408419
58065,30,G80V76K48M56M49J80T71,0,701.8610540137761
65918,4,G80V76K48M56M50J80T71,0,362.6745908400306
62033,26,G80V76K48M56M51J80T71,0,599.9403476855562
65919,34,G80V76K48M56M52J80T71,0,494.7434401210585
40188,5,G80V76K48M56M53J80T71,0,619.4381247453271
46146,30,G80V76K48M56M54J80T71,0,465.24422210988973
38150,19,G80V76K48M56M55J80T71,0,493.6868948932444
42143,25,G80V76K48M56M56J80T71,0,427.2971362636257
56053,24,G80V76K48M56M57J80T71,0,527.084430626565
217,20,G80V76K48M56N46V78M,0,490.93591147331045
65920,3,G80V76K48M56N48J80T71,0,446.26100385528554
40189,8,G80V76K48M56N49J80T71,0,456.110892694291
65921,31,G80V76K48M56N50J80T71,0,617.1978596720292
12154,13,G80V76K48M56N51J80T71,0,470.4355605967605
40190,1,G80V76K48M56N52J80T71,0,692.246281925941
16237,20,G80V76K48M56N53J80T71,0,565.0858991701082
18202,32,G80V76K48M56N54J80T71,0,566.558691530102
38151,2,G80V76K48M56N55J80T71,0,434.2941322448004
34118,7,G80V76K48M56N56J80T71,0,588.3180736512836
54094,28,G80V76K48M56N57J80T71,0,563.9712892112616
63995,8,G80V76K48M56O46V78M,0,488.45982541237146
63996,14,G80V76K48M56O48J80T71,0,618.4117940030535
6221,8,G80V76K48M56O49J80T71,0,538.3437182121595
56054,3,G80V76K48M56O50J80T71,0,584.8880718321536
54095,33,G80V76K48M56O51J80T71,0,497.4735397239056
58066,22,G80V76K48M56O52J80T71,0,421.2238323906173
62034,11,G80V76K48M56O53J80T71,0,511.7396126696869
50169,16,G80V76K48M56O54J80T71,0,474.92565867178894
10203,32,G80V76K48M56O55J80T71,0,719.2225027028885
44140,30,G80V76K48M56O56J80T71,0,632.7538107544376
34119,34,G80V76K48M56O57J80T71,0,402.9590329712594
24172,22,G80V76K48M56P46V78M,0,395.19033357098874
48165,9,G80V76K48M56P48J80T71,0,479.0935524333927
42144,6,G80V76K48M56P49J80T71,0,528.2856239015589
63997,15,G80V76K48M56P50J80T71,0,719.5009984845024
63998,7,G80V76K48M56P51J80T71,0,450.31491674477513
67898,12,G80V76K48M56P52J80T71,0,534.0406003488022
36129,32,G80V76K48M56P53J80T71,0,471.2938770569102
22222,29,G80V76K48M56P54J80T71,0,615.6402749500505
52132,25,G80V76K48M56P55J80T71,0,450.4273491756808
58067,19,G80V76K48M56P56J80T71,0,592.3768533975255
24173,30,G80V76K48M56P57J80T71,0,395.9128796198422
28180,31,G80V76K48M56Q46V78M,0,484.6821455103593
54096,5,G80V76K48M56Q48J80T71,0,479.0415505114281
8190,4,G80V76K48M56Q49J80T71,0,680.5020376794989
56055,28,G80V76K48M56Q50J80T71,0,495.02136460432166
38152,12,G80V76K48M56Q51J80T71,0,577.2700579373097
10204,30,G80V76K48M56Q52J80T71,0,587.4925170443937
8191,16,G80V76K48M56Q53J80T71,0,640.6446554848455
218,24,G80V76K48M56Q54J80T71,0,589.7265930567687
44141,29,G80V76K48M56Q55J80T71,0,504.44394622481747
44142,9,G80V76K48M56Q56J80T71,0,532.8986687906055
40191,29,G80V76K48M56Q57J80T71,0,592.7069288416319
42145,3,G80V76K48M56R46V78M,0,500.48592985333204
67899,30,G80V76K48M56R48J80T71,0,498.18059039079026
50170,8,G80V76K48M56R49J80T71,0,583.5492184869195
38153,20,G80V76K48M56R50J80T71,0,543.1277734376503
42146,34,G80V76K48M56R51J80T71,0,597.8739482362826
32129,27,G80V76K48M56R52J80T71,0,382.8600515123586
12155,4,G80V76K48M56R53J80T71,0,601.5434464718825
8192,24,G80V76K48M56R54J80T71,0,559.2652855739643
50171,3,G80V76K48M56R55J80T71,0,347.7876179996082
65922,8,G80V76K48M56R56J80T71,0,588.2421754146402
42147,11,G80V76K48M56R57J80T71,0,513.0658644433902
44143,10,G80V76K48M56S46V78M,0,582.0146239131717
58068,13,G80V76K48M56S48J80T71,0,575.0521082160537
63999,18,G80V76K48M56S49J80T71,0,589.7027183838552
24174,4,G80V76K48M56S50J80T71,0,538.2748904336531
44144,16,G80V76K48M56S51J80T71,0,624.3784785960406
40192,10,G80V76K48M56S52J80T71,0,513.0318428513316
56056,10,G80V76K48M56S53J80T71,0,452.13035630974525
60045,32,G80V76K48M56S54J80T71,0,340.2361349621148
58069,12,G80V76K48M56S55J80T71,0,740.5259845281307
56057,28,G80V76K48M56S56J80T71,0,449.97572343243786
30151,18,G80V76K48M56S57J80T71,0,515.4056218732162
26214,13,G80V76K48M56T46V78M,0,696.5181042782683
54097,32,G80V76K48M56T48J80T71,0,479.16863730641876
52133,13,G80V76K48M56T49J80T71,0,492.929188871913
10205,27,G80V76K48M56T50J80T71,0,712.9097938376736
32130,23,G80V76K48M56T51J80T71,0,556.1722487808258
14209,26,G80V76K48M56T52J80T71,0,462.9760117141155
48166,32,G80V76K48M56T53J80T71,0,507.53292011963725
20196,4,G80V76K48M56T54J80T71,0,773.9923834594829
22223,5,G80V76K48M56T55J80T71,0,530.1433720584507
2236,0,G80V76K48M56T56J80T71,0,529.2683026994889
10206,9,G80V76K48M56T57J80T71,0,530.6173228897081
40193,3,G80V76K48M56U46V78M,0,493.2528818831774
20197,9,G80V76K48M56U48J80T71,0,561.6471082823134
52134,4,G80V76K48M56U49J80T71,0,439.78645594867066
38154,8,G80V76K48M56U50J80T71,0,511.0883284186451
38155,3,G80V76K48M56U51J80T71,0,654.0864204248815
8193,24,G80V76K48M56U52J80T71,0,526.7647959760519
2237,11,G80V76K48M56U53J80T71,0,490.0155357219976
48167,11,G80V76K48M56U54J80T71,0,482.54089013624343
40194,4,G80V76K48M56U55J80T71,0,653.5532187009521
32131,24,G80V76K48M56U56J80T71,0,423.11097889526127
40195,2,G80V76K48M56U57J80T71,0,414.2517796447521
4186,15,G80V76K48M57J80T71,0,585.4494435875898
22224,21,G80V76K48M57L46V78M,0,446.4175897387253
52135,19,G80V76K48M57L48J80T71,0,795.0625864161777
24175,22,G80V76K48M57L49J80T71,0,402.8969485898419
14210,33,G80V76K48M57L50J80T71,0,369.8642184971763
42148,28,G80V76K48M57L51J80T71,0,669.6597598114947
4187,0,G80V76K48M57L52J80T71,0,468.196107330906
18203,7,G80V76K48M57L53J80T71,0,416.56098375475517
42149,20,G80V76K48M57L54J80T71,0,343.3076617990731
34120,32,G80V76K48M57L55J80T71,0,669.3273713606823
26215,4,G80V76K48M57L56J80T71,0,483.88850897472514
14211,27,G80V76K48M57L57J80T71,0,545.576875686299
24176,20,G80V76K48M57M46V78M,0,711.8513184744753
24177,6,G80V76K48M57M48J80T71,0,558.0796593642148
2238,12,G80V76K48M57M49J80T71,0,654.631363978562
46147,33,G80V76K48M57M50J80T71,0,568.6917727555574
219,30,G80V76K48M57M51J80T71,0,632.7844213804548
32132,19,G80V76K48M57M52J80T71,0,553.7245865968505
28181,34,G80V76K48M57M53J80T71,0,741.9101278500027
44145,31,G80V76K48M57M54J80T71,0,504.39915881310304
18204,33,G80V76K48M57M55J80T71,0,274.8795979361368
2239,27,G80V76K48M57M56J80T71,0,619.156601883487
30152,29,G80V76K48M57M57J80T71,0,576.3576630190757
32133,28,G80V76K48M57N46V78M,0,607.806715848948
32134,28,G80V76K48M57N48J80T71,0,475.9901058854873
22225,2,G80V76K48M57N49J80T71,0,524.0597259975477
32135,9,G80V76K48M57N50J80T71,0,577.3185462097638
65923,12,G80V76K48M57N51J80T71,0,596.8371673619652
52136,32,G80V76K48M57N52J80T71,0,346.02235833308623
32136,33,G80V76K48M57N53J80T71,0,601.5947619730446
52137,32,G80V76K48M57N54J80T71,0,682.3983807961042
54098,14,G80V76K48M57N55J80T71,0,679.1198749364548
40196,29,G80V76K48M57N56J80T71,0,523.0202678936461
34121,25,G80V76K48M57N57J80T71,0,607.769058516958
26216,28,G80V76K48M57O46V78M,0,607.0197098987052
60046,12,G80V76K48M57O48J80T71,0,267.575958536796
28182,11,G80V76K48M57O49J80T71,0,493.51846984685835
2240,1,G80V76K48M57O50J80T71,0,741.737653981087
10207,30,G80V76K48M57O51J80T71,0,385.472177019337
56058,28,G80V76K48M57O52J80T71,0,551.9771114382851
54099,18,G80V76K48M57O53J80T71,0,435.24373826848773
38156,19,G80V76K48M57O54J80T71,0,708.4864080503389
30153,25,G80V76K48M57O55J80T71,0,725.2231518903405
4188,20,G80V76K48M57O56J80T71,0,646.6086233344881
30154,11,G80V76K48M57O57J80T71,0,444.3919920852601
24178,32,G80V76K48M57P46V78M,0,417.9349305309287
36130,8,G80V76K48M57P48J80T71,0,617.9111513355642
42150,21,G80V76K48M57P49J80T71,0,756.4272252006208
36131,12,G80V76K48M57P50J80T71,0,358.4327134774757
34122,28,G80V76K48M57P51J80T71,0,469.59016417672626
54100,15,G80V76K48M57P52J80T71,0,623.142166307217
34123,0,G80V76K48M57P53J80T71,0,533.4400613399608
40197,3,G80V76K48M57P54J80T71,0,673.4944285007639
20198,5,G80V76K48M57P55J80T71,0,709.5791248483121
18205,18,G80V76K48M57P56J80T71,0,534.5818925790741
48168,7,G80V76K48M57P57J80T71,0,529.3271082959388
60047,9,G80V76K48M57Q46V78M,0,503.0721244914637
56059,8,G80V76K48M57Q48J80T71,0,545.4080043373582
60048,5,G80V76K48M57Q49J80T71,0,440.65021935177117
58070,3,G80V76K48M57Q50J80T71,0,520.5430922416755
60049,2,G80V76K48M57Q51J80T71,0,439.9329754921825
40198,6,G80V76K48M57Q52J80T71,0,406.1979523053416
36132,25,G80V76K48M57Q53J80T71,0,692.5497609983285
65924,13,G80V76K48M57Q54J80T71,0,637.8543376010286
52138,16,G80V76K48M57Q55J80T71,0,472.8229346964061
67900,26,G80V76K48M57Q56J80T71,0,408.66736939639014
34124,33,G80V76K48M57Q57J80T71,0,521.554805810837
32137,28,G80V76K48M57R46V78M,0,635.256092595485
67901,17,G80V76K48M57R48J80T71,0,427.2474945078767
34125,5,G80V76K48M57R49J80T71,0,585.0226192181385
64000,34,G80V76K48M57R50J80T71,0,308.64073780543276
54101,10,G80V76K48M57R51J80T71,0,514.4302780386043
52139,2,G80V76K48M57R52J80T71,0,629.9576085414357
48169,20,G80V76K48M57R53J80T71,0,674.2569576364176
64001,28,G80V76K48M57R54J80T71,0,668.664551996706
50172,30,G80V76K48M57R55J80T71,0,555.9496039787515
8194,22,G80V76K48M57R56J80T71,0,484.9463057896386
22226,20,G80V76K48M57R57J80T71,0,418.75014981905144
56060,29,G80V76K48M57S46V78M,0,654.5258584526443
64002,34,G80V76K48M57S48J80T71,0,589.4050011614594
52140,33,G80V76K48M57S49J80T71,0,711.8452180505636
26217,5,G80V76K48M57S50J80T71,0,472.22026337743165
22227,17,G80V76K48M57S51J80T71,0,608.1988906425244
12156,23,G80V76K48M57S52J80T71,0,435.21440693287025
220,23,G80V76K48M57S53J80T71,0,686.6131758781216
64003,9,G80V76K48M57S54J80T71,0,554.131457576499
64004,16,G80V76K48M57S55J80T71,0,546.8039226734979
34126,29,G80V76K48M57S56J80T71,0,618.1251308006247
48170,33,G80V76K48M57S57J80T71,0,712.0134437172992
8195,17,G80V76K48M57T46V78M,0,435.20926596979155
22228,28,G80V76K48M57T48J80T71,0,738.536930553902
18206,26,G80V76K48M57T49J80T71,0,540.9993840869969
14212,30,G80V76K48M57T50J80T71,0,303.95663429452236
67902,9,G80V76K48M57T51J80T71,0,545.6123951496227
58071,32,G80V76K48M57T52J80T71,0,470.0792577171825
67903,13,G80V76K48M57T53J80T71,0,594.800146122734
22229,26,G80V76K48M57T54J80T71,0,405.9573349125474
14213,27,G80V76K48M57T55J80T71,0,447.79963496553785
48171,15,G80V76K48M57T56J80T71,0,772.1014841493926
54102,16,G80V76K48M57T57J80T71,0,404.20352014239216
4189,30,G80V76K48M57U46V78M,0,480.2305138104373
36133,12,G80V76K48M57U48J80T71,0,559.2540929585251
44146,19,G80V76K48M57U49J80T71,0,482.05266907819635
12157,20,G80V76K48M57U50J80T71,0,479.9372758363485
36134,23,G80V76K48M57U51J80T71,0,791.8849078365749
14214,22,G80V76K48M57U52J80T71,0,439.34614326895195
44147,0,G80V76K48M57U53J80T71,0,638.0652794877483
22230,20,G80V76K48M57U54J80T71,0,592.6690540169923
38157,20,G80V76K48M57U55J80T71,0,606.281588990148
28183,7,G80V76K48M57U56J80T71,0,411.98729346572765
18207,12,G80V76K48M57U57J80T71,0,531.612778204503
14215,23,G80V76K48N46V78M,0,378.1143301474365
54103,12,G80V76K48N48J80T71,0,635.2882909345208
36135,25,G80V76K48N48L46V78M,0,444.2675363287634
36136,10,G80V76K48N48L48J80T71,0,632.4983910802448
12158,10,G80V76K48N48L49J80T71,0,581.4824303990627
56061,3,G80V76K48N48L50J80T71,0,605.0149506834758
16238,26,G80V76K48N48L51J80T71,0,543.8241700389665
34127,2,G80V76K48N48L52J80T71,0,504.1706847372271
42151,26,G80V76K48N48L53J80T71,0,466.0433951223061
26218,29,G80V76K48N48L54J80T71,0,546.5936097704762
26219,25,G80V76K48N48L55J80T71,0,389.4607845152581
46148,13,G80V76K48N48L56J80T71,0,255.51521941749945
16239,11,G80V76K48N48L57J80T71,0,617.9257161545647
67904,32,G80V76K48N48M46V78M,0,436.5841067344063
54104,21,G80V76K48N48M48J80T71,0,516.8717990078546
8196,27,G80V76K48N48M49J80T71,0,452.93526113547614
4190,31,G80V76K48N48M50J80T71,0,469.4101197977413
18208,19,G80V76K48N48M51J80T71,0,436.32032115549157
62035,5,G80V76K48N48M52J80T71,0,619.3619180156375
40199,17,G80V76K48N48M53J80T71,0,466.4399338497234
16240,0,G80V76K48N48M54J80T71,0,373.0469126223495
24179,31,G80V76K48N48M55J80T71,0,464.04921655135195
16241,25,G80V76K48N48M56J80T71,0,607.1852290290724
12159,16,G80V76K48N48M57J80T71,0,550.7068371661638
62036,15,G80V76K48N48N46V78M,0,372.6485523106734
2241,32,G80V76K48N48N48J80T71,0,256.3754137740927
4191,1,G80V76K48N48N49J80T71,0,722.9300983605993
12160,29,G80V76K48N48N50J80T71,0,669.2306537404518
2242,19,G80V76K48N48N51J80T71,0,441.32114087492124
12161,16,G80V76K48N48N52J80T71,0,741.0581443901474
42152,1,G80V76K48N48N53J80T71,0,536.1440356424619
2243,16,G80V76K48N48N54J80T71,0,820.3637332808544
16242,21,G80V76K48N48N55J80T71,0,553.7962220088423
32138,23,G80V76K48N48N56J80T71,0,459.71800185810275
28184,2,G80V76K48N48N57J80T71,0,563.7512096702019
54105,21,G80V76K48N48O46V78M,0,480.2249463353183
30155,20,G80V76K48N48O48J80T71,0,407.9239516819465
2244,7,G80V76K48N48O49J80T71,0,497.82020982983767
16243,25,G80V76K48N48O50J80T71,0,441.12224191350003
54106,16,G80V76K48N48O51J80T71,0,539.1701214142
10208,0,G80V76K48N48O52J80T71,0,660.1797487961246
18209,3,G80V76K48N48O53J80T71,0,568.3874775387395
62037,27,G80V76K48N48O54J80T71,0,612.6775325663712
28185,4,G80V76K48N48O55J80T71,0,635.5331653920956
24180,6,G80V76K48N48O56J80T71,0,720.5549949597705
12162,0,G80V76K48N48O57J80T71,0,563.1713901381048
10209,30,G80V76K48N48P46V78M,0,657.1166766466657
38158,17,G80V76K48N48P48J80T71,0,359.3933130972615
6222,5,G80V76K48N48P49J80T71,0,707.4104428836495
20199,16,G80V76K48N48P50J80T71,0,555.4089414129028
48172,17,G80V76K48N48P51J80T71,0,617.3634879074307
65925,20,G80V76K48N48P52J80T71,0,530.0625747062036
44148,32,G80V76K48N48P53J80T71,0,519.756517359325
46149,10,G80V76K48N48P54J80T71,0,450.3161544726625
16244,13,G80V76K48N48P55J80T71,0,645.5199728515734
20200,6,G80V76K48N48P56J80T71,0,410.9820659612643
28186,10,G80V76K48N48P57J80T71,0,455.7482919130361
38159,0,G80V76K48N48Q46V78M,0,565.3189257931963
67905,32,G80V76K48N48Q48J80T71,0,600.1609403539248
48173,20,G80V76K48N48Q49J80T71,0,530.0011627890722
58072,34,G80V76K48N48Q50J80T71,0,554.5029826983981
40200,13,G80V76K48N48Q51J80T71,0,541.8143769689152
58073,34,G80V76K48N48Q52J80T71,0,397.65826741801914
6223,17,G80V76K48N48Q53J80T71,0,530.6218856152854
32139,4,G80V76K48N48Q54J80T71,0,682.6802194896848
46150,29,G80V76K48N48Q55J80T71,0,446.98253508863866
6224,19,G80V76K48N48Q56J80T71,0,486.3417291414193
52141,12,G80V76K48N48Q57J80T71,0,642.7854004173543
65926,20,G80V76K48N48R46V78M,0,590.6844061923919
10210,7,G80V76K48N48R48J80T71,0,575.2720841463696
4192,22,G80V76K48N48R49J80T71,0,500.21347557971893
34128,0,G80V76K48N48R50J80T71,0,570.6240044682385
32140,15,G80V76K48N48R51J80T71,0,439.04531941870744
44149,20,G80V76K48N48R52J80T71,0,427.8931610963978
24181,5,G80V76K48N48R53J80T71,0,569.3941086014651
42153,2,G80V76K48N48R54J80T71,0,410.21311905901837
14216,21,G80V76K48N48R55J80T71,0,695.1648997891732
48174,6,G80V76K48N48R56J80T71,0,596.796582911988
10211,34,G80V76K48N48R57J80T71,0,533.0028829533718
32141,28,G80V76K48N48S46V78M,0,512.5150871862063
36137,15,G80V76K48N48S48J80T71,0,411.489065706014
62038,27,G80V76K48N48S49J80T71,0,635.9378411601294
58074,5,G80V76K48N48S50J80T71,0,692.9142167464726
60050,17,G80V76K48N48S51J80T71,0,521.553935700583
28187,11,G80V76K48N48S52J80T71,0,277.04247772717224
65927,24,G80V76K48N48S53J80T71,0,739.1686962363631
46151,21,G80V76K48N48S54J80T71,0,539.595598436552
8197,25,G80V76K48N48S55J80T71,0,634.946134040146
38160,7,G80V76K48N48S56J80T71,0,585.1192536977585
36138,9,G80V76K48N48S57J80T71,0,626.2564009314076
64005,7,G80V76K48N48T46V78M,0,541.1265407459946
46152,4,G80V76K48N48T48J80T71,0,556.070317843711
52142,15,G80V76K48N48T49J80T71,0,704.596746802482
26220,9,G80V76K48N48T50J80T71,0,502.7182019811629
50173,26,G80V76K48N48T51J80T71,0,581.863477797556
2245,1,G80V76K48N48T52J80T71,0,524.3188430011048
42154,4,G80V76K48N48T53J80T71,0,435.2558669522931
32142,0,G80V76K48N48T54J80T71,0,722.119943417596
14217,6,G80V76K48N48T55J80T71,0,607.2974821830103
2246,10,G80V76K48N48T56J80T71,0,377.7320203985779
26221,28,G80V76K48N48T57J80T71,0,570.3328689065679
4193,30,G80V76K48N48U46V78M,0,600.9359657600787
64006,30,G80V76K48N48U48J80T71,0,450.8587195838671
62039,18,G80V76K48N48U49J80T71,0,536.0489847870582
2247,31,G80V76K48N48U50J80T71,0,542.868993428066
18210,12,G80V76K48N48U51J80T71,0,612.9881020857202
58075,10,G80V76K48N48U52J80T71,0,511.4133309968884
34129,12,G80V76K48N48U53J80T71,0,400.6343036632679
44150,5,G80V76K48N48U54J80T71,0,664.1058934054705
14218,0,G80V76K48N48U55J80T71,0,385.8797605951455
6225,25,G80V76K48N48U56J80T71,0,395.0687920566427
30156,10,G80V76K48N48U57J80T71,0,637.2475003323791
52143,13,G80V76K48N49J80T71,0,501.43095639929624
52144,6,G80V76K48N49L46V78M,0,584.8706306719258
64007,13,G80V76K48N49L48J80T71,0,378.2130702186278
64008,5,G80V76K48N49L49J80T71,0,636.8134129263915
16245,1,G80V76K48N49L50J80T71,0,543.8354294468359
14219,26,G80V76K48N49L51J80T71,0,397.91953595926657
56062,1,G80V76K48N49L52J80T71,0,470.56950979700474
34130,23,G80V76K48N49L53J80T71,0,542.4882176046465
67906,28,G80V76K48N49L54J80T71,0,401.5999898646682
56063,13,G80V76K48N49L55J80T71,0,394.0133203525054
52145,34,G80V76K48N49L56J80T71,0,525.3866795030196
36139,5,G80V76K48N49L57J80T71,0,587.4711129049858
56064,9,G80V76K48N49M46V78M,0,429.993056791214
16246,32,G80V76K48N49M48J80T71,0,533.981115032583
20201,1,G80V76K48N49M49J80T71,0,594.0320946246716
12163,14,G80V76K48N49M50J80T71,0,407.27860613175227
24182,1,G80V76K48N49M51J80T71,0,489.4797829031529
6226,25,G80V76K48N49M52J80T71,0,649.1192437459374
28188,17,G80V76K48N49M53J80T71,0,465.9814622058997
62040,25,G80V76K48N49M54J80T71,0,658.2377441776711
16247,10,G80V76K48N49M55J80T71,0,681.6687787544356
2248,19,G80V76K48N49M56J80T71,0,203.11449509323023
36140,17,G80V76K48N49M57J80T71,0,708.412601206686
10212,21,G80V76K48N49N46V78M,0,422.8513699928993
34131,13,G80V76K48N49N48J80T71,0,613.0517328756687
22231,18,G80V76K48N49N49J80T71,0,614.0690732559974
24183,14,G80V76K48N49N50J80T71,0,490.53730566645584
8198,17,G80V76K48N49N51J80T71,0,807.1414113296426
2249,24,G80V76K48N49N52J80T71,0,436.3742313184973
54107,29,G80V76K48N49N53J80T71,0,693.5308141346014
36141,21,G80V76K48N49N54J80T71,0,520.8763879259031
54108,27,G80V76K48N49N55J80T71,0,421.5557228643987
2250,26,G80V76K48N49N56J80T71,0,488.5166570876604
30157,11,G80V76K48N49N57J80T71,0,532.4498198563313
44151,17,G80V76K48N49O46V78M,0,740.3998566853777
32143,15,G80V76K48N49O48J80T71,0,307.9057397493491
38161,16,G80V76K48N49O49J80T71,0,587.343772856302
24184,26,G80V76K48N49O50J80T71,0,545.2131005889906
40201,33,G80V76K48N49O51J80T71,0,595.0533885886648
22232,22,G80V76K48N49O52J80T71,0,421.1245695646911
48175,9,G80V76K48N49O53J80T71,0,442.81047513116374
8199,22,G80V76K48N49O54J80T71,0,513.3769201835923
28189,15,G80V76K48N49O55J80T71,0,561.5805266325151
8200,10,G80V76K48N49O56J80T71,0,434.80814398566724
42155,22,G80V76K48N49O57J80T71,0,560.3602969648293
46153,25,G80V76K48N49P46V78M,0,506.22225854988255
22233,14,G80V76K48N49P48J80T71,0,603.6891403481011
34132,13,G80V76K48N49P49J80T71,0,523.6635174618748
44152,4,G80V76K48N49P50J80T71,0,489.3567438011184
20202,30,G80V76K48N49P51J80T71,0,474.27999813030965
40202,24,G80V76K48N49P52J80T71,0,613.0697901213787
36142,19,G80V76K48N49P53J80T71,0,596.4783247273712
22234,16,G80V76K48N49P54J80T71,0,599.0400281594232
221,3,G80V76K48N49P55J80T71,0,580.9000040661155
36143,31,G80V76K48N49P56J80T71,0,695.5526785639636
46154,5,G80V76K48N49P57J80T71,0,381.46420993266895
32144,10,G80V76K48N49Q46V78M,0,507.1375290532102
40203,16,G80V76K48N49Q48J80T71,0,628.6618112327615
28190,31,G80V76K48N49Q49J80T71,0,463.276381728041
24185,5,G80V76K48N49Q50J80T71,0,538.3010877941722
52146,21,G80V76K48N49Q51J80T71,0,513.6369209182926
40204,27,G80V76K48N49Q52J80T71,0,555.2277802138531
38162,5,G80V76K48N49Q53J80T71,0,575.667337591459
40205,21,G80V76K48N49Q54J80T71,0,671.1144247399895
2251,28,G80V76K48N49Q55J80T71,0,527.6316086451453
22235,26,G80V76K48N49Q56J80T71,0,507.45550859472485
22236,25,G80V76K48N49Q57J80T71,0,449.697781633055
38163,30,G80V76K48N49R46V78M,0,487.52588563231944
20203,19,G80V76K48N49R48J80T71,0,446.8470905551639
20204,23,G80V76K48N49R49J80T71,0,722.4802830572935
8201,0,G80V76K48N49R50J80T71,0,468.91529987301715
42156,30,G80V76K48N49R51J80T71,0,524.8127478298263
8202,16,G80V76K48N49R52J80T71,0,550.954908086345
67907,3,G80V76K48N49R53J80T71,0,550.2983274851343
16248,24,G80V76K48N49R54J80T71,0,431.0599688794932
22237,30,G80V76K48N49R55J80T71,0,836.7803916964208
56065,9,G80V76K48N49R56J80T71,0,731.184857756439
2252,11,G80V76K48N49R57J80T71,0,415.1786071351727
22238,11,G80V76K48N49S46V78M,0,414.39320993295524
22239,21,G80V76K48N49S48J80T71,0,467.39315201607303
65928,1,G80V76K48N49S49J80T71,0,587.0583662677393
222,9,G80V76K48N49S50J80T71,0,572.3533265500943
28191,15,G80V76K48N49S51J80T71,0,516.895746512256
46155,33,G80V76K48N49S52J80T71,0,495.83838080045786
58076,32,G80V76K48N49S53J80T71,0,463.22032362369424
38164,5,G80V76K48N49S54J80T71,0,638.1891942541861
36144,27,G80V76K48N49S55J80T71,0,602.5956576531937
40206,28,G80V76K48N49S56J80T71,0,341.2742150443105
44153,23,G80V76K48N49S57J80T71,0,489.8766254680549
54109,14,G80V76K48N49T46V78M,0,695.3888330692281
223,12,G80V76K48N49T48J80T71,0,492.73831926431956
67908,18,G80V76K48N49T49J80T71,0,398.72805851834363
56066,29,G80V76K48N49T50J80T71,0,608.3266410975888
26222,6,G80V76K48N49T51J80T71,0,543.4691285801941
46156,17,G80V76K48N49T52J80T71,0,631.4276142015508
64009,19,G80V76K48N49T53J80T71,0,568.8201629596549
